mes_cierre,alcaldia,categoria_etiqueta,total_incidentes,promedio_mensual_categoria
2021-01-01,ALVARO OBREGON,DELITO,1492,1547.5882352941176
2021-02-01,ALVARO OBREGON,DELITO,1523,1547.5882352941176
2021-03-01,ALVARO OBREGON,DELITO,1649,1547.5882352941176
2021-04-01,ALVARO OBREGON,DELITO,1671,1547.5882352941176
2021-05-01,ALVARO OBREGON,DELITO,1631,1547.5882352941176
2021-06-01,ALVARO OBREGON,DELITO,1289,1547.5882352941176
2021-07-01,ALVARO OBREGON,DELITO,1604,1547.5882352941176
2021-08-01,ALVARO OBREGON,DELITO,1732,1547.5882352941176
2021-09-01,ALVARO OBREGON,DELITO,2071,1547.5882352941176
2021-10-01,ALVARO OBREGON,DELITO,1780,1547.5882352941176
2021-11-01,ALVARO OBREGON,DELITO,1637,1547.5882352941176
2021-12-01,ALVARO OBREGON,DELITO,1833,1547.5882352941176
2022-01-01,ALVARO OBREGON,DELITO,1460,1547.5882352941176
2022-02-01,ALVARO OBREGON,DELITO,1492,1547.5882352941176
2022-03-01,ALVARO OBREGON,DELITO,1741,1547.5882352941176
2022-04-01,ALVARO OBREGON,DELITO,1675,1547.5882352941176
2022-05-01,ALVARO OBREGON,DELITO,29,1547.5882352941176
2021-01-01,ALVARO OBREGON,EMERGENCIA,754,788.4117647058823
2021-02-01,ALVARO OBREGON,EMERGENCIA,1932,788.4117647058823
2021-03-01,ALVARO OBREGON,EMERGENCIA,1408,788.4117647058823
2021-04-01,ALVARO OBREGON,EMERGENCIA,1437,788.4117647058823
2021-05-01,ALVARO OBREGON,EMERGENCIA,631,788.4117647058823
2021-06-01,ALVARO OBREGON,EMERGENCIA,498,788.4117647058823
2021-07-01,ALVARO OBREGON,EMERGENCIA,527,788.4117647058823
2021-08-01,ALVARO OBREGON,EMERGENCIA,643,788.4117647058823
2021-09-01,ALVARO OBREGON,EMERGENCIA,717,788.4117647058823
2021-10-01,ALVARO OBREGON,EMERGENCIA,571,788.4117647058823
2021-11-01,ALVARO OBREGON,EMERGENCIA,600,788.4117647058823
2021-12-01,ALVARO OBREGON,EMERGENCIA,654,788.4117647058823
2022-01-01,ALVARO OBREGON,EMERGENCIA,608,788.4117647058823
2022-02-01,ALVARO OBREGON,EMERGENCIA,581,788.4117647058823
2022-03-01,ALVARO OBREGON,EMERGENCIA,1061,788.4117647058823
2022-04-01,ALVARO OBREGON,EMERGENCIA,780,788.4117647058823
2022-05-01,ALVARO OBREGON,EMERGENCIA,1,788.4117647058823
2021-01-01,ALVARO OBREGON,FALSA ALARMA,0,1.6470588235294117
2021-02-01,ALVARO OBREGON,FALSA ALARMA,0,1.6470588235294117
2021-03-01,ALVARO OBREGON,FALSA ALARMA,26,1.6470588235294117
2021-04-01,ALVARO OBREGON,FALSA ALARMA,0,1.6470588235294117
2021-05-01,ALVARO OBREGON,FALSA ALARMA,0,1.6470588235294117
2021-06-01,ALVARO OBREGON,FALSA ALARMA,0,1.6470588235294117
2021-07-01,ALVARO OBREGON,FALSA ALARMA,0,1.6470588235294117
2021-08-01,ALVARO OBREGON,FALSA ALARMA,0,1.6470588235294117
2021-09-01,ALVARO OBREGON,FALSA ALARMA,1,1.6470588235294117
2021-10-01,ALVARO OBREGON,FALSA ALARMA,0,1.6470588235294117
2021-11-01,ALVARO OBREGON,FALSA ALARMA,0,1.6470588235294117
2021-12-01,ALVARO OBREGON,FALSA ALARMA,0,1.6470588235294117
2022-01-01,ALVARO OBREGON,FALSA ALARMA,1,1.6470588235294117
2022-02-01,ALVARO OBREGON,FALSA ALARMA,0,1.6470588235294117
2022-03-01,ALVARO OBREGON,FALSA ALARMA,0,1.6470588235294117
2022-04-01,ALVARO OBREGON,FALSA ALARMA,0,1.6470588235294117
2022-05-01,ALVARO OBREGON,FALSA ALARMA,0,1.6470588235294117
2021-01-01,ALVARO OBREGON,FALTA CÍVICA,3191,1844.1764705882354
2021-02-01,ALVARO OBREGON,FALTA CÍVICA,2964,1844.1764705882354
2021-03-01,ALVARO OBREGON,FALTA CÍVICA,2660,1844.1764705882354
2021-04-01,ALVARO OBREGON,FALTA CÍVICA,2682,1844.1764705882354
2021-05-01,ALVARO OBREGON,FALTA CÍVICA,2250,1844.1764705882354
2021-06-01,ALVARO OBREGON,FALTA CÍVICA,1579,1844.1764705882354
2021-07-01,ALVARO OBREGON,FALTA CÍVICA,1685,1844.1764705882354
2021-08-01,ALVARO OBREGON,FALTA CÍVICA,1919,1844.1764705882354
2021-09-01,ALVARO OBREGON,FALTA CÍVICA,1471,1844.1764705882354
2021-10-01,ALVARO OBREGON,FALTA CÍVICA,1844,1844.1764705882354
2021-11-01,ALVARO OBREGON,FALTA CÍVICA,1494,1844.1764705882354
2021-12-01,ALVARO OBREGON,FALTA CÍVICA,1542,1844.1764705882354
2022-01-01,ALVARO OBREGON,FALTA CÍVICA,1283,1844.1764705882354
2022-02-01,ALVARO OBREGON,FALTA CÍVICA,1483,1844.1764705882354
2022-03-01,ALVARO OBREGON,FALTA CÍVICA,1494,1844.1764705882354
2022-04-01,ALVARO OBREGON,FALTA CÍVICA,1803,1844.1764705882354
2022-05-01,ALVARO OBREGON,FALTA CÍVICA,7,1844.1764705882354
2021-01-01,ALVARO OBREGON,SERVICIO,1736,1904.2941176470588
2021-02-01,ALVARO OBREGON,SERVICIO,1805,1904.2941176470588
2021-03-01,ALVARO OBREGON,SERVICIO,2061,1904.2941176470588
2021-04-01,ALVARO OBREGON,SERVICIO,2089,1904.2941176470588
2021-05-01,ALVARO OBREGON,SERVICIO,2250,1904.2941176470588
2021-06-01,ALVARO OBREGON,SERVICIO,2018,1904.2941176470588
2021-07-01,ALVARO OBREGON,SERVICIO,2081,1904.2941176470588
2021-08-01,ALVARO OBREGON,SERVICIO,2370,1904.2941176470588
2021-09-01,ALVARO OBREGON,SERVICIO,2258,1904.2941176470588
2021-10-01,ALVARO OBREGON,SERVICIO,2141,1904.2941176470588
2021-11-01,ALVARO OBREGON,SERVICIO,1935,1904.2941176470588
2021-12-01,ALVARO OBREGON,SERVICIO,1932,1904.2941176470588
2022-01-01,ALVARO OBREGON,SERVICIO,1754,1904.2941176470588
2022-02-01,ALVARO OBREGON,SERVICIO,1671,1904.2941176470588
2022-03-01,ALVARO OBREGON,SERVICIO,2140,1904.2941176470588
2022-04-01,ALVARO OBREGON,SERVICIO,2122,1904.2941176470588
2022-05-01,ALVARO OBREGON,SERVICIO,10,1904.2941176470588
2021-01-01,ALVARO OBREGON,URGENCIAS MÉDICAS,1161,1151.5294117647059
2021-02-01,ALVARO OBREGON,URGENCIAS MÉDICAS,973,1151.5294117647059
2021-03-01,ALVARO OBREGON,URGENCIAS MÉDICAS,1162,1151.5294117647059
2021-04-01,ALVARO OBREGON,URGENCIAS MÉDICAS,1239,1151.5294117647059
2021-05-01,ALVARO OBREGON,URGENCIAS MÉDICAS,1187,1151.5294117647059
2021-06-01,ALVARO OBREGON,URGENCIAS MÉDICAS,1170,1151.5294117647059
2021-07-01,ALVARO OBREGON,URGENCIAS MÉDICAS,1337,1151.5294117647059
2021-08-01,ALVARO OBREGON,URGENCIAS MÉDICAS,1275,1151.5294117647059
2021-09-01,ALVARO OBREGON,URGENCIAS MÉDICAS,1395,1151.5294117647059
2021-10-01,ALVARO OBREGON,URGENCIAS MÉDICAS,1228,1151.5294117647059
2021-11-01,ALVARO OBREGON,URGENCIAS MÉDICAS,1352,1151.5294117647059
2021-12-01,ALVARO OBREGON,URGENCIAS MÉDICAS,1321,1151.5294117647059
2022-01-01,ALVARO OBREGON,URGENCIAS MÉDICAS,1219,1151.5294117647059
2022-02-01,ALVARO OBREGON,URGENCIAS MÉDICAS,1144,1151.5294117647059
2022-03-01,ALVARO OBREGON,URGENCIAS MÉDICAS,1139,1151.5294117647059
2022-04-01,ALVARO OBREGON,URGENCIAS MÉDICAS,1268,1151.5294117647059
2022-05-01,ALVARO OBREGON,URGENCIAS MÉDICAS,6,1151.5294117647059
2021-01-01,AZCAPOTZALCO,DELITO,959,1006.0588235294117
2021-02-01,AZCAPOTZALCO,DELITO,843,1006.0588235294117
2021-03-01,AZCAPOTZALCO,DELITO,1080,1006.0588235294117
2021-04-01,AZCAPOTZALCO,DELITO,1002,1006.0588235294117
2021-05-01,AZCAPOTZALCO,DELITO,1037,1006.0588235294117
2021-06-01,AZCAPOTZALCO,DELITO,956,1006.0588235294117
2021-07-01,AZCAPOTZALCO,DELITO,1036,1006.0588235294117
2021-08-01,AZCAPOTZALCO,DELITO,1121,1006.0588235294117
2021-09-01,AZCAPOTZALCO,DELITO,1394,1006.0588235294117
2021-10-01,AZCAPOTZALCO,DELITO,1133,1006.0588235294117
2021-11-01,AZCAPOTZALCO,DELITO,1006,1006.0588235294117
2021-12-01,AZCAPOTZALCO,DELITO,1275,1006.0588235294117
2022-01-01,AZCAPOTZALCO,DELITO,1092,1006.0588235294117
2022-02-01,AZCAPOTZALCO,DELITO,875,1006.0588235294117
2022-03-01,AZCAPOTZALCO,DELITO,1118,1006.0588235294117
2022-04-01,AZCAPOTZALCO,DELITO,1159,1006.0588235294117
2022-05-01,AZCAPOTZALCO,DELITO,17,1006.0588235294117
2021-01-01,AZCAPOTZALCO,EMERGENCIA,368,398.52941176470586
2021-02-01,AZCAPOTZALCO,EMERGENCIA,304,398.52941176470586
2021-03-01,AZCAPOTZALCO,EMERGENCIA,414,398.52941176470586
2021-04-01,AZCAPOTZALCO,EMERGENCIA,400,398.52941176470586
2021-05-01,AZCAPOTZALCO,EMERGENCIA,446,398.52941176470586
2021-06-01,AZCAPOTZALCO,EMERGENCIA,316,398.52941176470586
2021-07-01,AZCAPOTZALCO,EMERGENCIA,502,398.52941176470586
2021-08-01,AZCAPOTZALCO,EMERGENCIA,426,398.52941176470586
2021-09-01,AZCAPOTZALCO,EMERGENCIA,608,398.52941176470586
2021-10-01,AZCAPOTZALCO,EMERGENCIA,357,398.52941176470586
2021-11-01,AZCAPOTZALCO,EMERGENCIA,347,398.52941176470586
2021-12-01,AZCAPOTZALCO,EMERGENCIA,360,398.52941176470586
2022-01-01,AZCAPOTZALCO,EMERGENCIA,614,398.52941176470586
2022-02-01,AZCAPOTZALCO,EMERGENCIA,354,398.52941176470586
2022-03-01,AZCAPOTZALCO,EMERGENCIA,511,398.52941176470586
2022-04-01,AZCAPOTZALCO,EMERGENCIA,448,398.52941176470586
2022-05-01,AZCAPOTZALCO,EMERGENCIA,0,398.52941176470586
2021-01-01,AZCAPOTZALCO,FALSA ALARMA,0,1.2352941176470589
2021-02-01,AZCAPOTZALCO,FALSA ALARMA,0,1.2352941176470589
2021-03-01,AZCAPOTZALCO,FALSA ALARMA,21,1.2352941176470589
2021-04-01,AZCAPOTZALCO,FALSA ALARMA,0,1.2352941176470589
2021-05-01,AZCAPOTZALCO,FALSA ALARMA,0,1.2352941176470589
2021-06-01,AZCAPOTZALCO,FALSA ALARMA,0,1.2352941176470589
2021-07-01,AZCAPOTZALCO,FALSA ALARMA,0,1.2352941176470589
2021-08-01,AZCAPOTZALCO,FALSA ALARMA,0,1.2352941176470589
2021-09-01,AZCAPOTZALCO,FALSA ALARMA,0,1.2352941176470589
2021-10-01,AZCAPOTZALCO,FALSA ALARMA,0,1.2352941176470589
2021-11-01,AZCAPOTZALCO,FALSA ALARMA,0,1.2352941176470589
2021-12-01,AZCAPOTZALCO,FALSA ALARMA,0,1.2352941176470589
2022-01-01,AZCAPOTZALCO,FALSA ALARMA,0,1.2352941176470589
2022-02-01,AZCAPOTZALCO,FALSA ALARMA,0,1.2352941176470589
2022-03-01,AZCAPOTZALCO,FALSA ALARMA,0,1.2352941176470589
2022-04-01,AZCAPOTZALCO,FALSA ALARMA,0,1.2352941176470589
2022-05-01,AZCAPOTZALCO,FALSA ALARMA,0,1.2352941176470589
2021-01-01,AZCAPOTZALCO,FALTA CÍVICA,2075,1296.5294117647059
2021-02-01,AZCAPOTZALCO,FALTA CÍVICA,1805,1296.5294117647059
2021-03-01,AZCAPOTZALCO,FALTA CÍVICA,1795,1296.5294117647059
2021-04-01,AZCAPOTZALCO,FALTA CÍVICA,1817,1296.5294117647059
2021-05-01,AZCAPOTZALCO,FALTA CÍVICA,1665,1296.5294117647059
2021-06-01,AZCAPOTZALCO,FALTA CÍVICA,1111,1296.5294117647059
2021-07-01,AZCAPOTZALCO,FALTA CÍVICA,1213,1296.5294117647059
2021-08-01,AZCAPOTZALCO,FALTA CÍVICA,1312,1296.5294117647059
2021-09-01,AZCAPOTZALCO,FALTA CÍVICA,1054,1296.5294117647059
2021-10-01,AZCAPOTZALCO,FALTA CÍVICA,1279,1296.5294117647059
2021-11-01,AZCAPOTZALCO,FALTA CÍVICA,1008,1296.5294117647059
2021-12-01,AZCAPOTZALCO,FALTA CÍVICA,1189,1296.5294117647059
2022-01-01,AZCAPOTZALCO,FALTA CÍVICA,947,1296.5294117647059
2022-02-01,AZCAPOTZALCO,FALTA CÍVICA,1039,1296.5294117647059
2022-03-01,AZCAPOTZALCO,FALTA CÍVICA,1184,1296.5294117647059
2022-04-01,AZCAPOTZALCO,FALTA CÍVICA,1538,1296.5294117647059
2022-05-01,AZCAPOTZALCO,FALTA CÍVICA,10,1296.5294117647059
2021-01-01,AZCAPOTZALCO,SERVICIO,1126,1252.235294117647
2021-02-01,AZCAPOTZALCO,SERVICIO,985,1252.235294117647
2021-03-01,AZCAPOTZALCO,SERVICIO,1363,1252.235294117647
2021-04-01,AZCAPOTZALCO,SERVICIO,1283,1252.235294117647
2021-05-01,AZCAPOTZALCO,SERVICIO,1433,1252.235294117647
2021-06-01,AZCAPOTZALCO,SERVICIO,1456,1252.235294117647
2021-07-01,AZCAPOTZALCO,SERVICIO,1528,1252.235294117647
2021-08-01,AZCAPOTZALCO,SERVICIO,1320,1252.235294117647
2021-09-01,AZCAPOTZALCO,SERVICIO,1500,1252.235294117647
2021-10-01,AZCAPOTZALCO,SERVICIO,1296,1252.235294117647
2021-11-01,AZCAPOTZALCO,SERVICIO,1319,1252.235294117647
2021-12-01,AZCAPOTZALCO,SERVICIO,1344,1252.235294117647
2022-01-01,AZCAPOTZALCO,SERVICIO,1195,1252.235294117647
2022-02-01,AZCAPOTZALCO,SERVICIO,1167,1252.235294117647
2022-03-01,AZCAPOTZALCO,SERVICIO,1366,1252.235294117647
2022-04-01,AZCAPOTZALCO,SERVICIO,1603,1252.235294117647
2022-05-01,AZCAPOTZALCO,SERVICIO,4,1252.235294117647
2021-01-01,AZCAPOTZALCO,URGENCIAS MÉDICAS,754,774.9411764705883
2021-02-01,AZCAPOTZALCO,URGENCIAS MÉDICAS,634,774.9411764705883
2021-03-01,AZCAPOTZALCO,URGENCIAS MÉDICAS,750,774.9411764705883
2021-04-01,AZCAPOTZALCO,URGENCIAS MÉDICAS,848,774.9411764705883
2021-05-01,AZCAPOTZALCO,URGENCIAS MÉDICAS,792,774.9411764705883
2021-06-01,AZCAPOTZALCO,URGENCIAS MÉDICAS,854,774.9411764705883
2021-07-01,AZCAPOTZALCO,URGENCIAS MÉDICAS,981,774.9411764705883
2021-08-01,AZCAPOTZALCO,URGENCIAS MÉDICAS,1003,774.9411764705883
2021-09-01,AZCAPOTZALCO,URGENCIAS MÉDICAS,836,774.9411764705883
2021-10-01,AZCAPOTZALCO,URGENCIAS MÉDICAS,839,774.9411764705883
2021-11-01,AZCAPOTZALCO,URGENCIAS MÉDICAS,790,774.9411764705883
2021-12-01,AZCAPOTZALCO,URGENCIAS MÉDICAS,874,774.9411764705883
2022-01-01,AZCAPOTZALCO,URGENCIAS MÉDICAS,904,774.9411764705883
2022-02-01,AZCAPOTZALCO,URGENCIAS MÉDICAS,703,774.9411764705883
2022-03-01,AZCAPOTZALCO,URGENCIAS MÉDICAS,801,774.9411764705883
2022-04-01,AZCAPOTZALCO,URGENCIAS MÉDICAS,805,774.9411764705883
2022-05-01,AZCAPOTZALCO,URGENCIAS MÉDICAS,6,774.9411764705883
2021-01-01,BENITO JUAREZ,DELITO,907,1032.8823529411766
2021-02-01,BENITO JUAREZ,DELITO,883,1032.8823529411766
2021-03-01,BENITO JUAREZ,DELITO,1026,1032.8823529411766
2021-04-01,BENITO JUAREZ,DELITO,1101,1032.8823529411766
2021-05-01,BENITO JUAREZ,DELITO,1218,1032.8823529411766
2021-06-01,BENITO JUAREZ,DELITO,997,1032.8823529411766
2021-07-01,BENITO JUAREZ,DELITO,1104,1032.8823529411766
2021-08-01,BENITO JUAREZ,DELITO,1177,1032.8823529411766
2021-09-01,BENITO JUAREZ,DELITO,1135,1032.8823529411766
2021-10-01,BENITO JUAREZ,DELITO,1269,1032.8823529411766
2021-11-01,BENITO JUAREZ,DELITO,1076,1032.8823529411766
2021-12-01,BENITO JUAREZ,DELITO,1227,1032.8823529411766
2022-01-01,BENITO JUAREZ,DELITO,999,1032.8823529411766
2022-02-01,BENITO JUAREZ,DELITO,932,1032.8823529411766
2022-03-01,BENITO JUAREZ,DELITO,1189,1032.8823529411766
2022-04-01,BENITO JUAREZ,DELITO,1311,1032.8823529411766
2022-05-01,BENITO JUAREZ,DELITO,8,1032.8823529411766
2021-01-01,BENITO JUAREZ,EMERGENCIA,280,370.94117647058823
2021-02-01,BENITO JUAREZ,EMERGENCIA,277,370.94117647058823
2021-03-01,BENITO JUAREZ,EMERGENCIA,437,370.94117647058823
2021-04-01,BENITO JUAREZ,EMERGENCIA,475,370.94117647058823
2021-05-01,BENITO JUAREZ,EMERGENCIA,374,370.94117647058823
2021-06-01,BENITO JUAREZ,EMERGENCIA,359,370.94117647058823
2021-07-01,BENITO JUAREZ,EMERGENCIA,494,370.94117647058823
2021-08-01,BENITO JUAREZ,EMERGENCIA,394,370.94117647058823
2021-09-01,BENITO JUAREZ,EMERGENCIA,574,370.94117647058823
2021-10-01,BENITO JUAREZ,EMERGENCIA,379,370.94117647058823
2021-11-01,BENITO JUAREZ,EMERGENCIA,311,370.94117647058823
2021-12-01,BENITO JUAREZ,EMERGENCIA,300,370.94117647058823
2022-01-01,BENITO JUAREZ,EMERGENCIA,293,370.94117647058823
2022-02-01,BENITO JUAREZ,EMERGENCIA,340,370.94117647058823
2022-03-01,BENITO JUAREZ,EMERGENCIA,464,370.94117647058823
2022-04-01,BENITO JUAREZ,EMERGENCIA,550,370.94117647058823
2022-05-01,BENITO JUAREZ,EMERGENCIA,5,370.94117647058823
2021-01-01,BENITO JUAREZ,FALSA ALARMA,0,2.823529411764706
2021-02-01,BENITO JUAREZ,FALSA ALARMA,0,2.823529411764706
2021-03-01,BENITO JUAREZ,FALSA ALARMA,48,2.823529411764706
2021-04-01,BENITO JUAREZ,FALSA ALARMA,0,2.823529411764706
2021-05-01,BENITO JUAREZ,FALSA ALARMA,0,2.823529411764706
2021-06-01,BENITO JUAREZ,FALSA ALARMA,0,2.823529411764706
2021-07-01,BENITO JUAREZ,FALSA ALARMA,0,2.823529411764706
2021-08-01,BENITO JUAREZ,FALSA ALARMA,0,2.823529411764706
2021-09-01,BENITO JUAREZ,FALSA ALARMA,0,2.823529411764706
2021-10-01,BENITO JUAREZ,FALSA ALARMA,0,2.823529411764706
2021-11-01,BENITO JUAREZ,FALSA ALARMA,0,2.823529411764706
2021-12-01,BENITO JUAREZ,FALSA ALARMA,0,2.823529411764706
2022-01-01,BENITO JUAREZ,FALSA ALARMA,0,2.823529411764706
2022-02-01,BENITO JUAREZ,FALSA ALARMA,0,2.823529411764706
2022-03-01,BENITO JUAREZ,FALSA ALARMA,0,2.823529411764706
2022-04-01,BENITO JUAREZ,FALSA ALARMA,0,2.823529411764706
2022-05-01,BENITO JUAREZ,FALSA ALARMA,0,2.823529411764706
2021-01-01,BENITO JUAREZ,FALTA CÍVICA,2017,1471.2941176470588
